Entity Type,ID,Title,Status,Priority,Points/Complexity,Parent ID (Epic/Story),Context (Sprint/Value Stream),Assignee,Description
User Story,US-PORT-031,Technology Stack Distribution,backlog,medium,5,EPIC-PORT-ANALYTICS,,,"As an **Enterprise Architect**,
I want to see technology stack distribution across applications,
So that I can identify standardization opportunities.

**Acceptance Criteria:**
- Bar/pie chart by technology category
- Drill-down to see applications using each technology
- Trend over time (adoption/decline)
- Highlight non-standard technologies
- Export capability

**Gherkin Scenarios:**

```gherkin
Feature: Technology Stack Distribution
  As an Enterprise Architect
  I want technology distribution charts
  So that I can standardize technology choices

  Background:
    Given there are 50 applications with defined technology stacks
    And I navigate to Analytics > Technology

  Scenario: View technology distribution
    Then I should see charts showing distribution by category:
      | category | top technologies |
      | Frontend | React (25), Angular (15), Vue (10) |
      | Backend | Node.js (30), Java (15), Python (5) |
      | Database | PostgreSQL (35), MongoDB (10), MySQL (5) |

  Scenario: Drill down to applications
    When I click on ""React"" in the Frontend chart
    Then I should see a list of 25 applications using React
    And I can click any to view its details

  Scenario: View technology adoption trend
    When I select ""View Trend"" for Backend technologies
    Then I should see a line chart over 3 years showing:
      | technology | trend |
      | Node.js | increasing |
      | Java | stable |
      | Legacy COBOL | declining |

  Scenario: Highlight non-standard technologies
    Given ""Vue"" is marked as non-standard
    Then ""Vue"" should be highlighted in the chart
    And a warning icon should indicate it's not recommended

  Scenario: Export technology report
    When I click ""Export Report""
    Then a PDF should download with all charts
    And a summary table of technology usage
```"
User Story,US-PORT-032,Cost Analysis Dashboard,backlog,high,8,EPIC-PORT-ANALYTICS,,,"As a **Finance Manager**,
I want a cost analysis dashboard for the application portfolio,
So that I can understand IT spending and identify savings.

**Acceptance Criteria:**
- Total portfolio cost by category
- Cost per application with ranking
- Cost trend over time
- Cost by business unit/department
- Savings opportunities identification

**Gherkin Scenarios:**

```gherkin
Feature: Cost Analysis Dashboard
  As a Finance Manager
  I want cost analysis
  So that I can optimize IT spending

  Background:
    Given the portfolio has cost data for 50 applications
    And I navigate to Analytics > Cost Analysis

  Scenario: View total portfolio cost breakdown
    Then I should see a pie chart with categories:
      | category | amount |
      | Infrastructure | $1,200,000 |
      | Licenses | $800,000 |
      | Support & Maintenance | $600,000 |
      | Development | $400,000 |
    And total should show $3,000,000

  Scenario: View top 10 costly applications
    Then I should see a ranked list:
      | rank | application | cost |
      | 1 | ERP System | $450,000 |
      | 2 | Customer Portal | $320,000 |
      | 3 | Data Warehouse | $280,000 |

  Scenario: View cost trend
    When I select ""View 3-Year Trend""
    Then I should see a line chart showing:
      | year | total cost |
      | 2022 | $2,500,000 |
      | 2023 | $2,800,000 |
      | 2024 | $3,000,000 |
    And year-over-year change percentages

  Scenario: Identify savings opportunities
    Given I click ""Identify Savings""
    Then I should see recommendations:
      | type | description | potential savings |
      | Consolidation | Merge 3 similar CRM tools | $150,000 |
      | Retirement | Retire 5 unused applications | $200,000 |
      | License Optimization | Reduce unused licenses | $75,000 |

  Scenario: Filter by department
    When I filter by ""Marketing Department""
    Then costs should filter to Marketing-owned applications
    And the charts should update accordingly
```"
User Story,US-PORT-033,Progress Trend Charts,backlog,medium,5,EPIC-PORT-ANALYTICS,,,"As a **Portfolio Manager**,
I want to see progress trends for initiatives,
So that I can identify slowing or accelerating work.

**Acceptance Criteria:**
- Progress percentage over time for each initiative
- Comparison against planned trajectory
- Velocity calculation (progress per week)
- Alerts for stalled initiatives
- Aggregate portfolio progress

**Gherkin Scenarios:**

```gherkin
Feature: Progress Trend Charts
  As a Portfolio Manager
  I want progress trends
  So that I can identify velocity issues

  Background:
    Given there are 10 active initiatives with weekly progress updates
    And I navigate to Analytics > Progress Trends

  Scenario: View individual initiative progress
    When I select ""CX Modernization""
    Then I should see a line chart with:
      | line | description |
      | Planned | Expected progress curve |
      | Actual | Recorded progress points |
    And the gap between lines indicates ahead/behind status

  Scenario: Calculate velocity
    Given ""CX Modernization"" has progressed 40% over 8 weeks
    Then velocity should show ""5% per week""
    And at current velocity, completion date should be calculated

  Scenario: Identify stalled initiatives
    Given ""Legacy Migration"" has 0% progress for 3 weeks
    Then it should be flagged as ""Stalled""
    And appear in the ""Attention Needed"" section

  Scenario: View portfolio aggregate progress
    When I select ""Portfolio View""
    Then I should see an aggregate progress chart
    And average velocity across all initiatives

  Scenario: Compare multiple initiatives
    When I select 3 initiatives to compare
    Then all 3 progress lines should display on one chart
    And I can identify which is progressing fastest
```"
User Story,US-PORT-034,Risk Assessment Visualization,backlog,medium,5,EPIC-PORT-ANALYTICS,,,"As a **Risk Manager**,
I want to visualize portfolio risks,
So that I can understand risk exposure and prioritize mitigation.

**Acceptance Criteria:**
- Risk matrix (probability x impact)
- Risk distribution by category
- Risk trend over time
- Mitigation status tracking
- Heat map by initiative

**Gherkin Scenarios:**

```gherkin
Feature: Risk Assessment Visualization
  As a Risk Manager
  I want risk visualization
  So that I can manage portfolio risk

  Background:
    Given initiatives have defined risks with probability and impact ratings
    And I navigate to Analytics > Risk Assessment

  Scenario: View risk matrix
    Then I should see a 5x5 probability vs impact matrix
    And each cell should show the count of risks in that zone
    And high probability + high impact should be red

  Scenario: View risk distribution
    Then I should see risk distribution by category:
      | category | count |
      | Technical | 12 |
      | Resource | 8 |
      | Budget | 6 |
      | External | 4 |
    And a bar chart should visualize this

  Scenario: Track risk trend
    When I select ""View Risk Trend""
    Then I should see how total risk count changed over months
    And separate lines for open vs mitigated risks

  Scenario: View mitigation status
    Given I click on ""Technical"" risks
    Then I should see a list with:
      | risk | probability | impact | mitigation status |
      | API Integration Failure | High | High | Mitigation in progress |
      | Data Loss | Medium | Critical | Mitigation planned |

  Scenario: Initiative risk heatmap
    When I select ""By Initiative""
    Then I should see each initiative with a risk score
    And high-risk initiatives should be highlighted
```"
User Story,US-PORT-035,Stakeholder Coverage Report,backlog,low,3,EPIC-PORT-ANALYTICS,,,"As a **Program Manager**,
I want a stakeholder coverage report,
So that I can ensure all initiatives have proper sponsorship.

**Acceptance Criteria:**
- List initiatives with key stakeholder roles
- Highlight gaps (missing sponsor, owner, etc.)
- Stakeholder workload view
- Export capability

**Gherkin Scenarios:**

```gherkin
Feature: Stakeholder Coverage Report
  As a Program Manager
  I want stakeholder coverage visibility
  So that initiatives are properly sponsored

  Background:
    Given there are 10 initiatives with various stakeholder assignments
    And I navigate to Analytics > Stakeholder Coverage

  Scenario: View coverage matrix
    Then I should see a table with:
      | initiative | sponsor | owner | pm | tech lead |
    And cells should show stakeholder names or ""VACANT""

  Scenario: Highlight coverage gaps
    Given ""Data Migration"" has no Executive Sponsor
    Then the Sponsor cell should be highlighted red
    And a warning should indicate ""Missing required role""

  Scenario: View stakeholder workload
    When I click ""Stakeholder Workload""
    Then I should see how many initiatives each person is assigned to:
      | stakeholder | initiatives |
      | Sarah Chen | 5 |
      | Michael Torres | 3 |
    And highlight anyone with more than 4 assignments

  Scenario: Export report
    When I click ""Export""
    Then I should get an Excel file with:
      | sheet | content |
      | Coverage Matrix | Initiatives and stakeholders |
      | Gaps | Missing assignments |
      | Workload | Stakeholder load |
```"
User Story,US-PORT-036,Milestone Completion Tracker,backlog,medium,5,EPIC-PORT-ANALYTICS,,,"As a **Portfolio Manager**,
I want to track milestone completion across all initiatives,
So that I can monitor delivery performance.

**Acceptance Criteria:**
- Milestones due this period with status
- On-time vs late completion rate
- Upcoming milestones calendar
- Overdue milestone alerts
- Trend of delivery performance

**Gherkin Scenarios:**

```gherkin
Feature: Milestone Completion Tracker
  As a Portfolio Manager
  I want milestone tracking
  So that I can monitor delivery

  Background:
    Given there are 50 milestones across all initiatives
    And I navigate to Analytics > Milestone Tracker

  Scenario: View milestones due this month
    Then I should see a list of milestones due in current month:
      | milestone | initiative | due date | status |
      | MVP Launch | CX Modernization | Nov 15 | On Track |
      | Data Migration | Data Platform | Nov 20 | At Risk |
      | UAT Complete | Security Upgrade | Nov 30 | On Track |

  Scenario: View completion rate
    Then I should see completion metrics:
      | metric | value |
      | Completed This Quarter | 12 |
      | On-Time | 10 (83%) |
      | Late | 2 (17%) |
    And a gauge should visualize the on-time rate

  Scenario: View upcoming calendar
    When I click ""Calendar View""
    Then I should see a calendar with milestones as events
    And milestones should be color-coded by status
    And I can navigate to previous/next months

  Scenario: Alert on overdue milestones
    Given 3 milestones are past due
    Then an alert banner should show ""3 Overdue Milestones""
    And clicking should list them with days overdue

  Scenario: View delivery trend
    When I select ""View Trend""
    Then I should see quarterly on-time completion rate over 2 years
    And identify if performance is improving or declining
```"
User Story,US-PORT-037,ROI Calculator,backlog,medium,5,EPIC-PORT-ANALYTICS,,,"As a **Finance Manager**,
I want an ROI calculator for initiatives,
So that I can evaluate investment returns.

**Acceptance Criteria:**
- Input costs (investment, ongoing)
- Input benefits (savings, revenue)
- Calculate ROI, NPV, payback period
- Scenario comparison
- Export business case

**Gherkin Scenarios:**

```gherkin
Feature: ROI Calculator
  As a Finance Manager
  I want ROI calculations
  So that I can evaluate investments

  Background:
    Given I am viewing initiative ""Automation Platform""
    And I navigate to the ROI Calculator section

  Scenario: Input investment data
    When I enter:
      | field | value |
      | Initial Investment | $500,000 |
      | Annual Operating Cost | $50,000 |
      | Project Duration | 5 years |
    Then the calculator should accept these inputs

  Scenario: Input benefit data
    When I enter:
      | field | value |
      | Annual Cost Savings | $200,000 |
      | Revenue Increase | $50,000 |
    And I click ""Calculate""
    Then I should see results:
      | metric | value |
      | Total ROI | 150% |
      | NPV (8% discount) | $425,000 |
      | Payback Period | 2.5 years |

  Scenario: Compare scenarios
    When I click ""Add Scenario""
    And I create ""Conservative"" with lower benefits
    Then I should see side-by-side comparison:
      | metric | Base | Conservative |
      | ROI | 150% | 80% |
      | Payback | 2.5 years | 3.5 years |

  Scenario: Export business case
    When I click ""Export Business Case""
    Then a PDF should be generated with:
      | section |
      | Executive Summary |
      | Investment Details |
      | Benefit Analysis |
      | Financial Metrics |
      | Risk Considerations |
```"
User Story,US-PORT-038,Executive Summary Export,backlog,medium,5,EPIC-PORT-ANALYTICS,,,"As an **Executive**,
I want to export a portfolio executive summary,
So that I can present to leadership and board.

**Acceptance Criteria:**
- One-page summary with key metrics
- Status of top initiatives
- Budget summary
- Key risks and issues
- PDF and PowerPoint export

**Gherkin Scenarios:**

```gherkin
Feature: Executive Summary Export
  As an Executive
  I want exportable summaries
  So that I can present to leadership

  Background:
    Given I am on the Portfolio dashboard
    And I click ""Generate Executive Summary""

  Scenario: Configure summary content
    Then I should see options to include:
      | section | default |
      | Portfolio Overview | checked |
      | Top 5 Initiatives | checked |
      | Budget Summary | checked |
      | Key Risks | checked |
      | Upcoming Milestones | unchecked |

  Scenario: Preview summary
    When I configure sections
    And I click ""Preview""
    Then I should see a formatted preview
    And it should fit on one page

  Scenario: Export to PDF
    When I click ""Export PDF""
    Then a PDF should download with:
      | element |
      | Company logo |
      | Date generated |
      | All selected sections |
      | Professional formatting |

  Scenario: Export to PowerPoint
    When I click ""Export PPTX""
    Then a PowerPoint file should download
    And each section should be on its own slide
    And charts should be editable

  Scenario: Schedule recurring export
    When I click ""Schedule""
    And I set to ""Monthly on 1st""
    Then the summary should be emailed monthly
    And to the configured recipients
```"
User Story,US-PORT-039,Dependency Matrix Visualization,backlog,high,8,EPIC-PORT-INTEGRATION,,,"As an **Enterprise Architect**,
I want a matrix view of initiative-application dependencies,
So that I can see all relationships at a glance.

**Acceptance Criteria:**
- Matrix with initiatives as rows, applications as columns
- Cell indicates relationship type
- Color coding by impact type
- Click cell for relationship details
- Export to Excel

**Gherkin Scenarios:**

```gherkin
Feature: Dependency Matrix Visualization
  As an Enterprise Architect
  I want a dependency matrix
  So that I see all relationships at once

  Background:
    Given there are 10 initiatives and 30 applications
    And 45 dependency links exist
    And I navigate to Dependencies > Matrix View

  Scenario: Display dependency matrix
    Then I should see a grid with:
      | rows | initiatives (10) |
      | columns | applications (30) |
    And cells with dependencies should be colored
    And empty cells should be blank

  Scenario: Color coding by impact type
    Then cells should be colored by impact:
      | color | impact type |
      | Blue | modernized |
      | Red | replaced |
      | Green | supports |
      | Yellow | impacted |

  Scenario: Click cell for details
    Given I click a cell at ""CX Modernization"" x ""Customer Portal""
    Then a popup should show:
      | Initiative | CX Modernization |
      | Application | Customer Portal |
      | Impact Type | modernized |
      | Description | Upgrading to new UI framework |

  Scenario: Filter matrix
    When I filter to show only ""replaced"" relationships
    Then only red cells should remain visible
    And other cells should be dimmed

  Scenario: Export matrix
    When I click ""Export to Excel""
    Then an Excel file should download
    And it should contain the full matrix with colors
```"
User Story,US-PORT-040,Impact Cascade Analysis,backlog,high,8,EPIC-PORT-INTEGRATION,,,"As an **Enterprise Architect**,
I want to see cascade impacts when retiring an application,
So that I can assess the full impact of changes.

**Acceptance Criteria:**
- Select an application for analysis
- Show all initiatives depending on it
- Show downstream application dependencies
- Risk assessment for retirement
- What-if scenarios

**Gherkin Scenarios:**

```gherkin
Feature: Impact Cascade Analysis
  As an Enterprise Architect
  I want cascade analysis
  So that I can assess change impacts

  Background:
    Given ""Identity Service"" is a core application
    And 5 initiatives depend on it
    And 12 applications integrate with it
    And I navigate to Dependencies > Impact Analysis

  Scenario: Select application for analysis
    When I select ""Identity Service""
    Then I should see:
      | metric | value |
      | Dependent Initiatives | 5 |
      | Integrated Applications | 12 |
      | Criticality | Critical |

  Scenario: View initiative impacts
    Given I selected ""Identity Service""
    Then I should see a list of impacted initiatives:
      | initiative | impact |
      | Zero Trust Security | depends_on |
      | CX Modernization | supports |
    And their current status and progress

  Scenario: View application cascade
    When I click ""View Application Dependencies""
    Then I should see a tree/graph showing:
      | level | applications |
      | 1 (direct) | Customer Portal, Order System |
      | 2 (indirect) | Payment Gateway, Analytics |

  Scenario: Retirement risk assessment
    When I click ""Assess Retirement Risk""
    Then I should see:
      | risk factor | level |
      | Initiative Impact | High (5 initiatives) |
      | Integration Complexity | Critical (12 apps) |
      | Business Criticality | Critical |
      | Overall Risk | CRITICAL - Not recommended |

  Scenario: What-if scenario
    When I click ""What If: Retire in 6 months""
    Then I should see a timeline of required changes
    And affected initiatives with new target dates
    And estimated effort to decouple
```"
User Story,US-PORT-041,Bulk Dependency Linking,backlog,medium,5,EPIC-PORT-INTEGRATION,,,"As a **Portfolio Manager**,
I want to link multiple applications to an initiative at once,
So that I can efficiently set up relationships.

**Acceptance Criteria:**
- Multi-select applications from list
- Bulk assign to an initiative
- Set impact type for all selected
- Option to set individual impact types
- Import from CSV

**Gherkin Scenarios:**

```gherkin
Feature: Bulk Dependency Linking
  As a Portfolio Manager
  I want bulk linking
  So that I can efficiently create relationships

  Background:
    Given initiative ""Cloud Migration"" exists
    And 50 applications exist in the portfolio
    And I am linking applications to ""Cloud Migration""

  Scenario: Multi-select applications
    Given I am in the bulk link interface
    When I check 10 applications
    Then the selection count should show ""10 selected""
    And the ""Link to Initiative"" button should be enabled

  Scenario: Bulk assign with same impact type
    Given I selected 10 applications
    When I click ""Link to Initiative""
    And I select ""Cloud Migration"" as the initiative
    And I select ""modernized"" as the impact type
    And I confirm
    Then 10 dependency links should be created
    And all should have impact type ""modernized""

  Scenario: Set individual impact types
    Given I selected 10 applications
    When I click ""Link with Individual Impact Types""
    Then I should see a table to set each:
      | application | impact type |
      | App 1 | [dropdown] |
      | App 2 | [dropdown] |
    And I can set different types for each

  Scenario: Import from CSV
    When I click ""Import from CSV""
    And I upload a file with:
      | initiative | application | impact_type |
      | Cloud Migration | Customer Portal | modernized |
      | Cloud Migration | Legacy CRM | replaced |
    Then the links should be created from the file
    And I should see a summary of created links
```"
User Story,US-PORT-042,Orphan Application Detection,backlog,medium,3,EPIC-PORT-INTEGRATION,,,"As a **Portfolio Administrator**,
I want to identify orphan applications without initiatives,
So that I can review and potentially retire them.

**Acceptance Criteria:**
- List applications not linked to any initiative
- Filter by last activity date
- Suggest retirement candidates
- Bulk actions on orphans

**Gherkin Scenarios:**

```gherkin
Feature: Orphan Application Detection
  As a Portfolio Administrator
  I want to find orphan applications
  So that I can review them for retirement

  Background:
    Given there are 50 applications
    And 15 have no initiative links
    And I navigate to Dependencies > Orphan Detection

  Scenario: View orphan applications
    Then I should see a list of 15 applications
    And each should show:
      | field | description |
      | Name | Application name |
      | Status | Current status |
      | Last Activity | Last update date |
      | Owner | Responsible team |

  Scenario: Filter by last activity
    When I filter ""Last Activity > 1 year ago""
    Then I should see a reduced list
    And a warning ""5 applications have no activity for over a year""

  Scenario: Suggest retirement candidates
    Given I click ""Suggest Retirement Candidates""
    Then applications should be scored based on:
      | factor | weight |
      | No initiative links | High |
      | Inactive > 1 year | Medium |
      | Low criticality | Medium |
      | Deprecated status | High |
    And top candidates should be highlighted

  Scenario: Bulk mark for review
    Given I select 5 orphan applications
    When I click ""Mark for Review""
    Then a review task should be created for each
    And notifications should go to the owners
```"
User Story,US-PORT-043,Circular Dependency Detection,backlog,medium,5,EPIC-PORT-INTEGRATION,,,"As an **Enterprise Architect**,
I want the system to detect circular dependencies,
So that I can identify and resolve problematic relationships.

**Acceptance Criteria:**
- Automatic detection of circular references
- Visual highlighting in graphs
- Alert when creating circular link
- List of all circular chains
- Resolution suggestions

**Gherkin Scenarios:**

```gherkin
Feature: Circular Dependency Detection
  As an Enterprise Architect
  I want circular dependency detection
  So that I can avoid problematic relationships

  Background:
    Given applications A, B, C exist
    And A depends on B, B depends on C

  Scenario: Detect circular dependency on creation
    When I try to create a dependency from C to A
    Then I should see a warning ""This would create a circular dependency: A → B → C → A""
    And I should be asked to confirm or cancel

  Scenario: View all circular dependencies
    Given there are 3 circular chains in the portfolio
    When I navigate to Dependencies > Circular Detection
    Then I should see a list:
      | chain |
      | App A → App B → App C → App A |
      | Init X → App D → App E → Init X |

  Scenario: Highlight in dependency graph
    Given I am viewing the dependency graph
    Then circular chains should be highlighted in red
    And a legend should indicate ""Circular Dependency""

  Scenario: Resolution suggestions
    Given I view circular chain ""A → B → C → A""
    When I click ""Suggest Resolution""
    Then I should see options:
      | option | description |
      | Remove C → A | Break the circle at weakest link |
      | Refactor B | Decouple B from C |

  Scenario: Dismiss circular warning
    Given I understand the circular relationship
    When I add the dependency anyway with confirmation
    Then it should be created
    And flagged with a warning icon
```"
User Story,US-PORT-044,Initiative-to-Initiative Dependencies,backlog,medium,5,EPIC-PORT-INTEGRATION,,,"As a **Program Manager**,
I want to link dependencies between initiatives,
So that I can track program interdependencies.

**Acceptance Criteria:**
- Link one initiative as dependent on another
- Dependency types (blocks, requires, related)
- Impact on scheduling
- Visualization in roadmap
- Alert on delayed dependencies

**Gherkin Scenarios:**

```gherkin
Feature: Initiative-to-Initiative Dependencies
  As a Program Manager
  I want initiative dependencies
  So that I can track program interdependencies

  Background:
    Given initiatives ""Identity Platform"" and ""Zero Trust Security"" exist
    And ""Zero Trust"" requires ""Identity Platform""

  Scenario: Create initiative dependency
    Given I am editing ""Zero Trust Security""
    When I add a dependency:
      | field | value |
      | Depends On | Identity Platform |
      | Type | requires |
      | Description | Needs identity before security |
    Then the dependency should be saved
    And visible in both initiatives

  Scenario: View in roadmap
    Given I am viewing the initiative roadmap
    Then I should see an arrow from ""Identity Platform"" to ""Zero Trust""
    And ""Zero Trust"" should be positioned after ""Identity Platform"" ends

  Scenario: Alert on delayed dependency
    Given ""Identity Platform"" target date slips by 2 months
    Then an alert should be generated for ""Zero Trust Security""
    And the message should indicate the impact on its schedule

  Scenario: Block scheduling conflicts
    Given ""Identity Platform"" ends in December 2024
    When I try to set ""Zero Trust"" start to November 2024
    Then I should see a warning ""Dependency not completed until December""
    And I should be asked to adjust the date or override

  Scenario: View dependency chain
    Given ""Initiative C"" depends on ""B"", which depends on ""A""
    When I view the dependency chain for ""C""
    Then I should see the full chain: A → B → C
    And estimated completion based on chain
```"
User Story,US-PORT-045,Application-to-Application Dependencies,backlog,medium,5,EPIC-PORT-INTEGRATION,,,"As an **Enterprise Architect**,
I want to track dependencies between applications,
So that I can understand integration coupling.

**Acceptance Criteria:**
- Direct dependency links between applications
- Integration type (API, database, file, message)
- Data flow direction
- Coupling strength indicator
- Visualization in architecture diagram

**Gherkin Scenarios:**

```gherkin
Feature: Application-to-Application Dependencies
  As an Enterprise Architect
  I want app-to-app dependencies
  So that I can understand coupling

  Background:
    Given applications ""Order System"" and ""Inventory"" exist

  Scenario: Create application dependency
    Given I am editing ""Order System""
    When I add a dependency:
      | field | value |
      | Depends On | Inventory |
      | Integration Type | REST API |
      | Direction | Bidirectional |
      | Coupling | Tight |
    Then the dependency should be saved

  Scenario: View in architecture diagram
    Given I am viewing the application architecture diagram
    Then I should see a line connecting ""Order System"" and ""Inventory""
    And the line should have arrows showing bidirectional flow
    And thickness should indicate tight coupling

  Scenario: List all dependencies for an app
    Given ""Order System"" has 5 dependencies
    When I view its dependencies tab
    Then I should see:
      | app | type | direction | coupling |
      | Inventory | REST API | Bidirectional | Tight |
      | Payment Gateway | REST API | Outbound | Loose |

  Scenario: Impact analysis for changes
    Given ""Inventory"" API is changing
    When I run impact analysis
    Then I should see ""Order System"" as affected
    And severity based on coupling (tight = high impact)

  Scenario: Identify highly coupled applications
    When I run ""Coupling Analysis""
    Then I should see a ranked list by total coupling score
    And recommendations to reduce coupling where possible
```"
User Story,US-PORT-046,Jira Initiative Sync,backlog,low,8,EPIC-PORT-INTEGRATION,,,"As a **Program Manager**,
I want to sync initiatives with Jira,
So that progress is reflected in both systems.

**Acceptance Criteria:**
- Connect to Jira instance
- Map initiative to Jira epic/project
- Sync progress and status bidirectionally
- Handle conflicts gracefully
- Configurable sync frequency

**Gherkin Scenarios:**

```gherkin
Feature: Jira Initiative Sync
  As a Program Manager
  I want Jira synchronization
  So that progress syncs automatically

  Background:
    Given Jira integration is configured

  Scenario: Connect initiative to Jira epic
    Given I am editing initiative ""CX Modernization""
    When I click ""Connect to Jira""
    And I search for ""CX-EPIC-001""
    And I select it
    Then the initiative should be linked to the Jira epic

  Scenario: Sync progress from Jira
    Given the initiative is linked to Jira
    And the Jira epic is 60% complete
    When the sync runs
    Then the initiative progress should update to 60%
    And a sync timestamp should be recorded

  Scenario: Sync status bidirectionally
    Given the initiative status is ""In Progress""
    When I change it to ""On Hold"" in Portfolio
    Then the Jira epic status should update to ""On Hold""

  Scenario: Handle sync conflicts
    Given both systems updated the same field
    When a sync conflict is detected
    Then I should see a notification
    And be prompted to choose which value to keep

  Scenario: Configure sync schedule
    Given I access integration settings
    When I set sync frequency to ""Every 15 minutes""
    Then syncs should occur at that interval
    And I can also trigger manual sync
```"
User Story,US-PORT-047,ServiceNow CMDB Import,backlog,low,8,EPIC-PORT-INTEGRATION,,,"As a **Portfolio Administrator**,
I want to import applications from ServiceNow CMDB,
So that I don't have to manually enter data.

**Acceptance Criteria:**
- Connect to ServiceNow instance
- Browse CMDB configuration items
- Map CMDB fields to application fields
- Import selected items
- Scheduled refresh

**Gherkin Scenarios:**

```gherkin
Feature: ServiceNow CMDB Import
  As a Portfolio Administrator
  I want CMDB import
  So that I can populate applications automatically

  Background:
    Given ServiceNow integration is configured

  Scenario: Browse CMDB items
    Given I navigate to Integrations > ServiceNow Import
    When I click ""Browse CMDB""
    Then I should see a list of configuration items
    And I can search and filter

  Scenario: Map fields
    Given I am on the field mapping screen
    Then I should see:
      | CMDB Field | Portfolio Field |
      | Name | name |
      | Description | description |
      | Operational Status | status |
    And I can modify the mappings

  Scenario: Import selected items
    Given I selected 10 CMDB items
    When I click ""Import""
    Then 10 applications should be created
    And a log should show what was imported

  Scenario: Handle duplicates
    Given ""Customer Portal"" already exists
    When I import a CMDB item with the same name
    Then I should be prompted:
      | option | description |
      | Skip | Don't import |
      | Update | Merge with existing |
      | Create New | Create as new record |

  Scenario: Schedule refresh
    Given I imported 20 items
    When I enable ""Scheduled Refresh""
    Then CMDB changes should sync daily
    And I can view the refresh history
```"
User Story,US-PORT-048,CSV Import for Applications,backlog,medium,5,EPIC-PORT-INTEGRATION,,,"As a **Portfolio Administrator**,
I want to import applications from a CSV file,
So that I can bulk load data from spreadsheets.

**Acceptance Criteria:**
- Upload CSV file
- Preview data before import
- Map columns to fields
- Validate data and show errors
- Import summary with results

**Gherkin Scenarios:**

```gherkin
Feature: CSV Import for Applications
  As a Portfolio Administrator
  I want CSV import
  So that I can bulk load applications

  Background:
    Given I navigate to Applications > Import

  Scenario: Upload CSV file
    When I upload a CSV file with 50 rows
    Then I should see a preview of the first 10 rows
    And column headers should be detected

  Scenario: Map columns to fields
    Given the CSV has columns ""App Name"", ""App Type"", ""Owner""
    Then I should see a mapping interface:
      | CSV Column | Maps To |
      | App Name | name |
      | App Type | type |
      | Owner | owner |
    And I can change the mappings

  Scenario: Validate data before import
    Given some rows have invalid data
    When I click ""Validate""
    Then I should see validation results:
      | row | field | error |
      | 5 | type | Invalid value ""unknown"" |
      | 12 | name | Required field is empty |
    And I can fix issues before importing

  Scenario: Import valid data
    Given 48 of 50 rows are valid
    When I click ""Import Valid Rows""
    Then 48 applications should be created
    And I should see a summary:
      | metric | value |
      | Imported | 48 |
      | Skipped | 2 |
      | Errors | 2 |

  Scenario: Download error report
    Given there were import errors
    When I click ""Download Error Report""
    Then I should get a CSV with failed rows and reasons
```"
User Story,US-PORT-049,CSV/Excel Export,backlog,medium,5,EPIC-PORT-INTEGRATION,,,"As a **User**,
I want to export portfolio data to CSV or Excel,
So that I can analyze data in spreadsheets.

**Acceptance Criteria:**
- Export applications, initiatives, or dependencies
- Choose columns to include
- Apply current filters to export
- Excel with formatting or plain CSV
- Large dataset handling

**Gherkin Scenarios:**

```gherkin
Feature: CSV/Excel Export
  As a User
  I want data export
  So that I can analyze in spreadsheets

  Background:
    Given I am on the Applications list with 200 applications

  Scenario: Quick export to CSV
    When I click ""Export"" > ""CSV""
    Then all visible columns should export
    And current filters should be applied
    And a CSV file should download

  Scenario: Choose columns for export
    When I click ""Export"" > ""Custom Export""
    Then I should see a column selector:
      | column | include |
      | Name | checked |
      | Status | checked |
      | Owner | checked |
      | Technology Stack | unchecked |
    And I can check/uncheck columns

  Scenario: Export to Excel with formatting
    When I click ""Export"" > ""Excel""
    Then an .xlsx file should download
    And it should include:
      | feature |
      | Header row with bold |
      | Column filters |
      | Freeze header row |

  Scenario: Export filtered data
    Given I have filtered to ""deprecated"" status
    When I export
    Then only deprecated applications should be in the file
    And a note should indicate the filter applied

  Scenario: Handle large datasets
    Given there are 5000 applications
    When I export to CSV
    Then the export should complete without timeout
    And a progress indicator should show during export
```"
User Story,US-PORT-050,API Documentation,backlog,low,3,EPIC-PORT-INTEGRATION,,,"As a **Developer**,
I want API documentation for portfolio endpoints,
So that I can build integrations.

**Acceptance Criteria:**
- OpenAPI/Swagger documentation
- Interactive API explorer
- Authentication examples
- Request/response samples
- Error code reference

**Gherkin Scenarios:**

```gherkin
Feature: API Documentation
  As a Developer
  I want API documentation
  So that I can build integrations

  Background:
    Given I navigate to /api/docs or API Documentation link

  Scenario: View API endpoint list
    Then I should see documented endpoints:
      | method | path | description |
      | GET | /api/applications | List all applications |
      | POST | /api/applications | Create application |
      | GET | /api/initiatives | List all initiatives |

  Scenario: View endpoint details
    When I expand ""GET /api/applications""
    Then I should see:
      | section | content |
      | Parameters | query params with types |
      | Response | sample JSON response |
      | Status Codes | 200, 400, 401, 500 |

  Scenario: Try API in explorer
    Given I am authenticated
    When I use the ""Try it out"" feature for GET /api/applications
    And I click Execute
    Then I should see the actual API response

  Scenario: View authentication examples
    When I view the Authentication section
    Then I should see examples for:
      | auth type | example |
      | API Key | Header: X-API-Key: xxx |
      | Bearer Token | Authorization: Bearer xxx |

  Scenario: Download OpenAPI spec
    When I click ""Download OpenAPI Spec""
    Then I should get an openapi.json or openapi.yaml file
    And it should be compatible with Swagger tools
```"
